,UID,ANS
18281,5380,"[[55], [55, 38, 50, 12, 18, 21, 16, 15, 8, 13]]"
18282,24201,"[[29], [29, 21, 54, 42, 61, 31, 28, 20]]"
18283,376,"[[53], [53, 35, 62, 42, 65, 2, 6, 39, 8, 47]]"
18284,10756,"[[62], [62, 50, 35, 48, 39, 20, 72, 38, 46, 17]]"
18285,17197,"[[50], [50, 32, 22, 6, 48, 51, 47, 20, 16]]"
18286,9322,"[[49], [49, 47, 66, 27, 11, 20, 12, 46, 5]]"
18287,17228,"[[27], [27, 68, 21, 56, 93, 6, 95, 23, 44, 20]]"
18288,9090,"[[54], [54, 36, 45, 38, 40, 1, 59, 67, 3, 5]]"
18289,8773,"[[47], [47, 32, 36, 12, 56, 20, 45, 5, 86, 15]]"
18290,9955,"[[53], [53, 14, 66, 56, 89, 6, 45, 25, 96, 55]]"
18291,9669,"[[50], [50, 53, 65, 32, 62, 81, 88, 46, 28, 15]]"
18292,14980,"[[89], [89, 35, 98, 29, 6, 90, 39, 94, 55, 96]]"
18293,12969,"[[69], [69, 61, 42, 67, 84, 19, 13, 17, 18, 7]]"
18294,18016,"[[62], [62, 68, 46, 49, 69, 38, 50, 63, 42, 6]]"
18295,10586,"[[50], [50, 14, 27, 89, 54, 39, 53, 72, 34, 61]]"
18296,15704,"[[81], [81, 55, 93, 77, 95, 31, 48, 66, 72, 9]]"
18297,23050,"[[68], [68, 87, 28, 35, 3, 56, 63, 95, 20, 26]]"
18298,14955,"[[89], [89, 20, 93, 5, 39, 91, 64, 25, 88, 51]]"
18299,21331,"[[32], [32, 50, 53, 36, 68, 66, 70, 7, 15]]"
18300,15808,"[[35], [35, 32, 54, 68, 48, 5, 89, 14, 97, 60]]"
18301,21073,"[[50], [50, 53, 56, 40, 38, 28, 20, 34]]"
18302,5684,"[[35], [35, 47, 69, 61]]"
18303,612,"[[50], [50, 46, 41, 29, 49, 61, 3, 16]]"
18304,9933,"[[50], [50, 35, 36, 12, 61, 11, 38, 28, 10, 86]]"
18305,9145,"[[11], [11, 100, 52, 8, 5, 33, 62, 39, 69, 47]]"
18306,4082,"[[54], [54, 69, 40, 26, 9, 38, 37, 28, 63, 44]]"
18307,16531,"[[54], [54, 28, 34, 31, 22, 10, 52, 67, 3, 37]]"
18308,10193,"[[60], [60, 7, 27, 88, 84, 72, 22, 96, 12, 59]]"
18309,10223,"[[8], [8, 19, 27, 65, 81, 88, 64, 15, 51, 33]]"
18310,24071,"[[36], [36, 54, 68, 100, 25, 70, 4, 13, 8, 19]]"
18311,21713,"[[54], [54, 27, 35, 53, 65, 14, 34, 5, 19, 25]]"
18312,19472,"[[62], [62, 27, 39, 45, 1, 70, 77, 59, 18, 43]]"
18313,13639,"[[50], [50, 66, 48, 86, 59, 15]]"
18314,9809,"[[36], [36, 66, 54, 5, 12, 63, 33, 64, 60, 86]]"
18315,23124,"[[21], [21, 69, 61, 6, 83, 25, 51, 93, 17, 41]]"
18316,3037,"[[50], [50, 36, 68, 35, 53, 11, 56, 19, 64]]"
18317,22103,"[[31], [31, 21, 14, 8, 20]]"
18318,9891,"[[77], [77, 62, 27, 50, 47, 35, 48, 29, 42, 39]]"
18319,13398,"[[50], [50, 35, 45, 55, 12, 6, 25, 94, 39, 37]]"
18320,1851,"[[47], [47, 12, 39, 45, 33, 43, 67, 7, 37, 8]]"
18321,2806,"[[2], [2, 56, 54, 38, 45, 64, 33, 68, 9, 57]]"
18322,21969,"[[84], [84, 53, 73, 25, 76, 90, 38, 29, 69, 91]]"
18323,10684,"[[53], [53, 50, 68, 65, 21, 96, 14, 46, 5, 38]]"
18324,19703,"[[36], [36, 32, 1, 49, 46, 22, 11, 40, 13, 23]]"
18325,2650,"[[55], [55, 87, 7, 53, 29, 70, 64, 25, 41, 16]]"
18326,5661,"[[35], [35, 32, 93, 21, 34, 12, 55, 99, 98, 100]]"
18327,24882,"[[66], [66, 88, 62, 81, 68, 13, 15, 26, 7, 16]]"
18328,13241,"[[78], [78, 85, 76, 92, 87, 35, 32, 65, 29, 49]]"
18329,15475,"[[15], [15, 62, 16, 54, 40, 65]]"
18330,1725,"[[50], [50, 62, 36, 93, 47, 70, 87, 45, 81, 22]]"
18331,16468,"[[46], [46, 12, 42, 50, 36, 6, 39, 52, 63, 41]]"
18332,23694,"[[31], [31, 69, 50, 35, 11, 4, 36, 32, 45, 40]]"
18333,15431,"[[70], [70, 66, 48, 35, 40, 34, 50, 21, 5, 8]]"
18334,8954,"[[49], [49, 66, 36, 53, 69, 20, 56, 7, 39, 45]]"
18335,5267,"[[27], [27, 5, 32, 35, 10, 69, 61, 48, 91, 19]]"
18336,6060,"[[36], [36, 35, 89, 32, 11, 49, 42, 40, 31, 34]]"
18337,24528,"[[54], [54, 38, 61, 69, 50, 46, 70, 84, 94, 65]]"
18338,13113,"[[56], [56, 62, 65, 41, 31]]"
18339,1182,"[[31], [31, 81, 61, 2, 87, 26, 98, 54, 93, 66]]"
18340,16910,"[[27], [27, 11, 31, 5, 100, 35, 81, 10, 17, 78]]"
18341,15294,"[[36], [36, 79, 54, 7, 31, 39, 67, 12, 16, 59]]"
18342,14847,"[[78], [78, 28, 90, 82, 75, 99, 9, 16, 69, 24]]"
18343,13904,"[[61], [61, 54, 69, 31, 35, 51, 5, 58, 8]]"
18344,22819,"[[68], [68, 96, 19, 49, 70, 6, 36, 7, 12, 14]]"
18345,14701,"[[62], [62, 32, 53, 49, 69, 27, 30, 36, 59, 12]]"
18346,8019,"[[14], [14, 35, 2, 25, 41, 62, 55, 40, 63, 89]]"
18347,24412,"[[49], [49, 48, 5, 26]]"
18348,19113,"[[27], [27, 48, 35, 61, 8, 46, 70, 64, 15, 1]]"
18349,15452,"[[80], [80, 6, 32, 48, 75, 7, 23, 43, 13, 18]]"
18350,4757,"[[50], [50, 69, 35, 38, 49, 88, 60, 5, 93, 39]]"
18351,22160,"[[50], [50, 65, 61, 49, 56, 97, 48, 31, 45, 73]]"
18352,8374,"[[32], [32, 13, 16, 53, 18, 55, 61, 22, 41, 42]]"
18353,8537,"[[35], [35, 27, 56, 10, 46, 18, 47, 22, 28, 72]]"
18354,4564,"[[54], [54, 49, 48, 66, 72, 80, 23, 92, 43, 11]]"
18355,21193,"[[53], [53, 35, 61, 62, 68, 8, 12, 40, 25, 52]]"
18356,10116,"[[50], [50, 36, 25, 40, 41, 65]]"
18357,9109,"[[21], [21, 6, 11, 47, 40, 43, 5, 17, 8]]"
18358,17020,"[[8], [8, 93, 10, 50, 27, 71, 78, 68, 77, 73]]"
18359,7898,"[[53], [53, 1, 68, 31, 56, 10, 55, 45, 25, 64]]"
18360,15948,"[[8], [8, 15, 18, 69, 3, 64, 67, 23, 57, 47]]"
18361,2258,"[[29], [29, 68, 38, 47, 11, 21, 42, 14, 59, 55]]"
18362,11552,"[[37], [37, 15, 2, 11, 19, 38, 71, 63, 6, 97]]"
18363,20910,"[[27], [27, 69, 11, 14, 25, 20, 22, 41, 8, 24]]"
18364,9790,"[[62], [62, 28, 63, 35, 42, 19, 65, 14, 41, 71]]"
18365,517,"[[53], [53, 61, 17, 8, 16, 13]]"
18366,19674,"[[6], [6, 84, 10, 67, 38, 69, 12, 56, 34, 5]]"
18367,15670,"[[50], [50, 62, 11, 41, 53, 96, 69, 54, 88, 47]]"
18368,15736,"[[69], [69, 65, 56, 47, 5, 7, 40, 39, 17, 25]]"
18369,256,"[[32], [32, 49, 28, 56, 36, 60, 64, 37, 43, 42]]"
18370,18707,"[[36], [36, 27, 31, 38, 25, 19, 17, 16]]"
18371,14802,"[[38], [38, 46, 3, 66, 8, 26, 6, 39, 5, 9]]"
18372,21929,"[[30], [30, 31, 55, 47, 36, 53, 35, 4, 64, 60]]"
18373,16924,"[[50], [50, 65, 53, 11, 28, 6, 21, 40, 34, 39]]"
18374,6631,"[[36], [36, 81, 62, 16, 8, 15]]"
18375,14428,"[[53], [53, 65, 54, 29, 49, 21, 73, 12, 87, 39]]"
18376,6607,"[[31], [31, 14, 28, 98, 12, 6, 70, 40]]"
18377,9644,"[[50], [50, 63, 55, 56, 31, 39, 46, 18, 41, 29]]"
18378,3658,"[[62], [62, 49, 93, 80, 65, 88, 3, 68, 14, 95]]"
18379,13575,"[[27], [27, 35, 65, 67, 62, 42, 38, 34, 18, 61]]"
18380,5111,"[[49], [49, 36, 62, 5, 68, 47, 19, 30, 4, 1]]"
18381,22845,"[[89], [89, 31, 69, 46, 28, 23, 17, 16]]"
18382,19688,"[[36], [36, 61, 32, 46, 49, 22, 47, 23, 19, 16]]"
18383,1534,"[[62], [62, 32, 77, 68, 53, 93, 65, 11, 17, 74]]"
18384,6025,"[[65], [65, 12, 17, 38, 55, 63, 33, 60]]"
18385,3867,"[[66], [66, 51, 17, 14, 68, 2, 46, 13, 70, 59]]"
18386,24351,"[[36], [36, 26, 12, 46, 54, 49, 52, 28, 17]]"
18387,10959,"[[21], [21, 83, 68, 65, 85, 82, 31, 94, 88, 100]]"
18388,11190,"[[14], [14, 62, 11, 66, 31, 36, 48, 40, 5, 18]]"
18389,15511,"[[54], [54, 50, 51, 47, 17]]"
18390,12172,"[[62], [62, 68, 48, 14, 92, 42, 9, 87, 31, 22]]"
18391,8558,"[[36], [36, 55, 66, 89, 28, 22, 69, 46, 29, 8]]"
18392,21248,"[[21], [21, 36, 31, 26, 34, 40, 45, 62, 70, 68]]"
18393,11850,"[[55], [55, 21, 14, 12, 6, 48, 68, 30, 63, 44]]"
18394,10913,"[[90], [90, 61, 63, 54, 71, 50, 35, 39, 7, 42]]"
18395,19077,"[[66], [66, 68, 21, 48, 14, 26, 46, 98, 40, 77]]"
18396,6661,"[[14], [14, 65, 69, 29, 36, 62, 28, 7, 8, 15]]"
18397,15071,"[[97], [97, 77, 32, 54, 50, 40, 60, 15, 1, 33]]"
18398,11491,"[[21], [21, 31, 11, 56, 26, 19, 14, 68, 17, 37]]"
18399,18505,"[[34], [34, 35, 39, 67, 66, 68, 52, 75, 9, 43]]"
18400,8138,"[[21], [21, 14, 34, 53, 61, 12, 22, 66, 56, 64]]"
18401,22716,"[[63], [63, 68, 49, 10, 52, 19, 36, 26, 21, 22]]"
18402,18046,"[[88], [88, 95, 87, 15, 5, 98, 69, 53, 65, 6]]"
18403,13513,"[[11], [11, 29, 96, 54, 2, 34, 56, 15, 5, 13]]"
18404,24399,"[[97], [97, 72, 85, 99, 68, 48, 64, 35, 54, 19]]"
18405,16477,"[[8], [8, 13, 32, 62, 2, 66, 31, 11, 22, 28]]"
18406,20879,"[[46], [46, 34, 29, 10, 49, 89, 87, 45, 76, 88]]"
18407,724,"[[36], [36, 62, 66, 49, 61, 42, 60, 8, 23, 51]]"
18408,8183,"[[28], [28, 94, 97, 35, 93, 70, 26, 95, 21, 2]]"
18409,8172,"[[50], [50, 29, 27, 35, 49, 62, 26, 52, 11, 22]]"
18410,18224,"[[54], [54, 14, 56, 27, 11, 62, 66, 12, 40, 78]]"
18411,3977,"[[89], [89, 27, 88, 11, 69, 61, 29, 79, 45, 96]]"
18412,5712,"[[76], [76, 38, 88, 66, 12, 27, 91, 40, 83, 90]]"
18413,18698,"[[25], [25, 21, 10, 45, 39, 50, 38, 56, 5, 59]]"
18414,18548,"[[22], [22, 38, 48, 46, 14, 49, 54, 69, 18, 79]]"
18415,23005,"[[89], [89, 99, 78, 83, 72, 81, 41, 15, 71, 13]]"
18416,10555,"[[22], [22, 36, 8, 39, 7, 49, 17, 83]]"
18417,24483,"[[42], [42, 51, 39, 34, 61, 38, 28, 32, 48, 23]]"
18418,21910,"[[62], [62, 32, 8, 66, 38, 23, 53, 21, 34, 52]]"
18419,15427,"[[21], [21, 65, 22, 68, 28, 55, 30, 96, 99, 43]]"
18420,9497,"[[68], [68, 62, 6, 54, 19, 69, 50, 3, 37, 42]]"
18421,10863,"[[14], [14, 27, 66, 68, 56, 28, 40, 70, 79, 5]]"
18422,17845,"[[27], [27, 36, 65, 52, 91, 84, 40, 95, 71, 64]]"
18423,6605,"[[62], [62, 27, 66, 35, 47, 42, 78, 48, 10, 40]]"
18424,8390,"[[52], [52, 42, 30, 3, 51, 21, 1, 48, 35, 37]]"
18425,8663,"[[29], [29, 51, 50, 10, 56, 69, 48, 46, 4, 61]]"
18426,603,"[[55], [55, 9, 22, 31, 40, 6, 26]]"
18427,9188,"[[47], [47, 32, 49, 19, 70, 67, 9, 36, 59, 43]]"
18428,10347,"[[29], [29, 49, 96, 27, 32, 48, 83, 38, 41, 11]]"
18429,16400,"[[36], [36, 10, 21, 55, 14, 42, 97, 34, 96, 12]]"
18430,19781,"[[69], [69, 12, 6, 26, 45, 53, 48, 25, 31, 23]]"
18431,24044,"[[47], [47, 12, 14, 42, 26, 56, 36, 8, 15]]"
18432,9594,"[[65], [65, 54, 42, 81, 14, 47, 76, 50, 62, 70]]"
18433,2442,"[[50], [50, 65, 52, 64, 18, 22, 14, 15, 34, 55]]"
18434,11890,"[[50], [50, 89, 46, 49, 9, 37, 85, 43, 64]]"
18435,23817,"[[10], [10, 54, 22, 29, 81, 18, 15, 40, 44, 51]]"
18436,5388,"[[65], [65, 61, 66, 22, 7, 55, 8, 18, 20]]"
18437,3195,"[[49], [49, 36, 29, 14, 3, 4, 55, 33, 18, 57]]"
18438,4901,"[[22], [22, 55, 53, 25, 64, 40, 34, 52, 2, 7]]"
18439,19957,"[[51], [51, 81, 5, 41, 61, 43, 10, 94, 87, 30]]"
18440,2332,"[[94], [94, 63, 59, 19, 20, 24, 1, 18, 35, 12]]"
18441,5436,"[[60], [60, 100, 41, 62, 6, 55, 94, 45, 95, 2]]"
18442,3393,"[[29], [29, 32, 10, 56, 2, 14, 65, 25, 54, 78]]"
18443,7883,"[[35], [35, 49, 50, 53, 65, 52, 8, 60, 16, 13]]"
18444,5243,"[[63], [63, 91, 38, 62, 37, 6, 22, 66, 25, 46]]"
18445,20126,"[[90], [90, 93, 88, 47, 62, 92, 32, 37, 1, 19]]"
18446,8235,"[[68], [68, 66, 96, 83, 92, 91, 31, 38, 73, 45]]"
18447,10082,"[[5], [5, 85, 29, 31, 79, 51, 12, 69, 89, 56]]"
18448,12222,"[[89], [89, 93, 27, 78, 73, 31, 48, 82, 28, 14]]"
18449,13558,"[[46], [46, 12, 32, 45, 65, 61, 60, 52, 67]]"
18450,21900,"[[50], [50, 69, 96, 14, 42, 11, 8, 23, 16]]"
18451,14368,"[[66], [66, 31, 29, 89, 42, 28, 40, 11, 96, 56]]"
18452,16607,"[[35], [35, 76, 27, 100, 11, 88, 83, 60, 78, 31]]"
18453,1586,"[[68], [68, 48, 36, 42, 21, 5, 44, 16]]"
18454,9697,"[[36], [36, 17, 32, 41, 55, 15, 64, 28, 19, 37]]"
18455,22645,"[[21], [21, 12, 26, 46, 39, 31, 62, 66, 72, 47]]"
18456,16036,"[[85], [85, 76, 48, 63, 77, 54, 26, 56, 29, 79]]"
18457,19733,"[[32], [32, 62, 10, 14, 25, 48, 82, 7, 13]]"
18458,18273,"[[65], [65, 54, 31, 61, 32, 34, 14, 68, 39, 70]]"
18459,6048,"[[62], [62, 65, 27, 66, 72, 50, 28, 48, 14, 46]]"
18460,23528,"[[27], [27, 31, 39, 38, 49, 26, 62, 69, 91, 74]]"
18461,4288,"[[9], [9, 86, 50, 1, 60, 83, 81, 42, 100, 62]]"
18462,24475,"[[78], [78, 54, 42, 5, 6, 39, 52, 70, 40, 19]]"
18463,6560,"[[32], [32, 36, 35, 15, 40, 48, 12, 6, 52, 22]]"
18464,5872,"[[38], [38, 21, 69, 68, 63, 100, 5, 9, 37, 58]]"
18465,18318,"[[89], [89, 32, 50, 3, 21, 49, 56, 26, 23, 88]]"
18466,19963,"[[46], [46, 53, 50, 100, 98, 1, 16, 8, 71, 85]]"
18467,6518,"[[25], [25, 39, 6, 45, 21, 46, 51, 56, 27, 63]]"
18468,2524,"[[48], [48, 35, 69, 47, 63, 87, 95, 43, 21, 46]]"
18469,22920,"[[68], [68, 35, 31, 6, 5, 46, 38]]"
18470,3323,"[[89], [89, 62, 95, 88, 48, 9, 23, 99, 45, 53]]"
18471,4322,"[[54], [54, 69, 29, 28, 35, 88, 26, 31, 98, 100]]"
18472,15857,"[[29], [29, 36, 35, 56, 37, 89, 60, 53, 10, 23]]"
18473,14961,"[[31], [31, 27, 42, 14, 61, 5, 32, 6, 45, 55]]"
18474,6683,"[[35], [35, 76, 80, 29, 25, 47, 93, 92, 88, 70]]"
18475,16973,"[[65], [65, 98, 14, 61, 46, 1, 80, 39, 45, 33]]"
18476,18077,"[[53], [53, 35, 91, 48, 14, 99, 21, 7, 13]]"
18477,6143,"[[62], [62, 27, 69, 65, 36, 21, 45, 14, 56, 29]]"
18478,9598,"[[65], [65, 100, 69, 72, 73, 11, 62, 87, 81, 4]]"
18479,7821,"[[62], [62, 31, 40, 34, 46, 70, 51, 97, 84, 20]]"
18480,109,"[[22], [22, 9, 42, 11, 12, 36, 27, 6, 97, 17]]"
18481,24712,"[[50], [50, 45, 63, 47, 12, 25]]"
18482,24313,"[[68], [68, 47, 28, 53, 63, 38, 31, 45, 39, 20]]"
18483,4813,"[[50], [50, 54, 69, 83, 47, 90, 82, 98, 34, 22]]"
18484,11222,"[[62], [62, 14, 66, 94, 26, 39, 96, 99, 22, 79]]"
18485,8461,"[[10], [10, 69, 19, 70, 53, 14, 58]]"
18486,2919,"[[54], [54, 35, 47, 36, 31, 46, 70, 15]]"
18487,13967,"[[62], [62, 38, 48, 25, 10, 30, 59, 20, 8]]"
18488,13227,"[[42], [42, 27, 89, 12, 81, 5, 47, 40, 70, 22]]"
18489,22080,"[[54], [54, 31, 92, 18, 12, 3, 43, 80, 57, 71]]"
18490,23759,"[[65], [65, 35, 36, 29, 19, 21, 47, 56, 17, 41]]"
18491,2380,"[[28], [28, 53, 50, 65, 42, 56, 99, 8, 16, 13]]"
18492,24504,"[[68], [68, 27, 61, 46, 39, 22, 38, 10, 55, 63]]"
18493,20348,"[[27], [27, 69, 42, 14, 3, 6, 22, 52, 2, 5]]"
18494,12898,"[[54], [54, 61, 65, 63, 46, 41, 7, 43]]"
18495,5208,"[[1], [1, 36, 27, 69, 62, 45, 14, 60, 65, 42]]"
18496,8603,"[[62], [62, 49, 66, 27, 28, 19, 38, 40, 59, 39]]"
18497,18603,"[[49], [49, 48, 69, 46, 26, 6, 97, 22, 64, 95]]"
18498,3109,"[[96], [96, 47, 43, 70, 67, 49, 38, 66, 40, 19]]"
18499,4197,"[[29], [29, 35, 31, 66, 17, 46, 37, 21, 56, 16]]"
18500,8557,"[[69], [69, 80, 78, 73, 94, 79, 46, 56, 100, 26]]"
18501,4586,"[[68], [68, 29, 45, 47, 69, 35, 36, 66, 23, 61]]"
18502,1886,"[[89], [89, 36, 48, 76, 61, 27, 22, 9, 14, 65]]"
18503,3932,"[[25], [25, 22, 34, 21, 52, 51, 35, 9, 63, 33]]"
18504,10598,"[[97], [97, 10, 64, 23, 91, 43, 93, 32, 82, 15]]"
18505,23352,"[[67], [67, 43, 6, 23, 55, 63, 52, 25, 57, 11]]"
18506,15029,"[[95], [95, 93, 62, 94, 43, 69, 44, 67, 77, 6]]"
18507,3762,"[[66], [66, 61, 70, 12, 27, 45, 10, 64, 5, 16]]"
18508,1906,"[[62], [62, 49, 6, 61, 56, 40, 53, 59, 46, 7]]"
18509,15622,"[[63], [63, 11, 40, 39, 10, 93, 7, 22, 42, 73]]"
18510,23173,"[[25], [25, 41, 35, 53, 34, 49, 55, 59, 60, 18]]"
18511,21070,"[[32], [32, 55, 69, 45, 29, 11, 14, 8, 1, 34]]"
18512,9255,"[[28], [28, 53, 42, 14, 19, 65, 26, 67, 29, 9]]"
18513,22280,"[[35], [35, 21, 54, 27, 40, 38, 34, 5, 52, 63]]"
18514,4388,"[[50], [50, 26, 35, 34, 53, 2, 47, 76, 68, 97]]"
18515,7324,"[[29], [29, 35, 54, 42, 40, 56, 5, 22, 25, 28]]"
18516,7091,"[[62], [62, 68, 48, 49, 38, 67, 6, 20, 59, 40]]"
18517,23738,"[[53], [53, 61, 65, 21, 42, 10, 55, 59, 51, 9]]"
18518,15034,"[[47], [47, 56, 40, 25, 20, 9]]"
18519,13325,"[[53], [53, 32, 31, 54, 21, 10, 26, 79, 25, 28]]"
18520,105,"[[17], [17, 8, 27, 69, 54, 13, 16, 55]]"
18521,17207,"[[60], [60, 55, 27, 35, 61, 100, 33, 32, 50, 82]]"
18522,23995,"[[5], [5, 98, 65, 34, 88, 7, 91, 46, 2, 18]]"
18523,2227,"[[29], [29, 50, 42, 35, 14, 53, 39, 69, 49, 68]]"
18524,191,"[[68], [68, 32, 56, 70, 50, 38, 61, 12, 18, 1]]"
18525,1829,"[[78], [78, 76, 84, 99, 95, 38, 83, 9, 20, 11]]"
18526,14024,"[[29], [29, 69, 27, 36, 98, 46, 54, 25, 81, 70]]"
18527,23160,"[[27], [27, 68, 25, 86, 8]]"
18528,20567,"[[50], [50, 21, 26, 42, 55, 15, 17, 52, 51, 41]]"
18529,805,"[[36], [36, 32, 29, 48, 61, 5, 12, 14, 2, 41]]"
18530,5465,"[[47], [47, 68, 28, 53, 12, 65, 29, 34, 18, 7]]"
18531,12425,"[[32], [32, 66, 53, 46, 73, 19, 56, 31, 26, 37]]"
18532,19390,"[[27], [27, 35, 28, 69, 11, 31, 38, 14, 70, 21]]"
18533,5277,"[[32], [32, 61, 68, 21, 56, 6, 15, 11, 94, 19]]"
18534,22042,"[[22], [22, 69, 28, 66, 32, 97, 79, 55, 19, 5]]"
18535,2099,"[[53], [53, 27, 32, 54, 61, 66, 49, 14, 34, 22]]"
18536,15981,"[[60], [60, 68, 64, 15, 50, 47, 30, 29, 78, 46]]"
18537,17100,"[[29], [29, 49, 42, 46, 14, 5, 72, 93, 87, 90]]"
18538,859,"[[27], [27, 53, 56, 55, 66, 72, 3, 67, 68, 89]]"
18539,3142,"[[45], [45, 62, 48, 56, 32, 54, 67, 33, 36, 20]]"
18540,3903,"[[15], [15, 18, 91, 83, 68, 34, 54]]"
18541,8214,"[[65], [65, 39, 46, 62, 5, 19, 18]]"
18542,5775,"[[32], [32, 62, 47, 66, 61, 46, 42, 34, 64, 20]]"
18543,13198,"[[36], [36, 35, 65, 26, 69, 31, 16, 41, 28, 10]]"
18544,4216,"[[27], [27, 68, 48, 63, 10, 55, 41, 30, 7, 15]]"
18545,24724,"[[50], [50, 31, 61, 70, 21, 91]]"
18546,12090,"[[61], [61, 35, 54, 62, 47, 3, 20, 51, 8, 33]]"
18547,8469,"[[97], [97, 90, 82, 77, 41, 76, 88, 45, 10, 85]]"
18548,9511,"[[35], [35, 84, 10, 9, 57, 45, 15, 2, 58, 4]]"
18549,5833,"[[26], [26, 56, 31, 22, 100, 89, 47, 30, 91, 33]]"
18550,6845,"[[11], [11, 1, 100, 81, 6, 68, 9, 91, 73, 43]]"
18551,9542,"[[29], [29, 66, 31, 49, 68, 96, 6, 47, 14, 28]]"
18552,5972,"[[61], [61, 36, 69, 48, 50, 42, 76, 45, 40, 85]]"
18553,15303,"[[96], [96, 76, 72, 89, 68, 50, 32, 83, 46, 79]]"
18554,6035,"[[49], [49, 6, 32, 62, 69, 39, 3, 5, 70, 64]]"
18555,7944,"[[21], [21, 26, 27, 12, 14, 38, 3, 81, 69, 73]]"
18556,4665,"[[50], [50, 28, 27, 10, 23, 60, 40]]"
18557,19612,"[[21], [21, 42, 36, 27, 34, 22, 66, 49, 12, 62]]"
18558,24161,"[[50], [50, 53, 61, 62, 68, 39, 34, 45, 17, 10]]"
18559,18489,"[[49], [49, 62, 22, 8, 12, 40, 13, 52, 38, 28]]"
18560,8854,"[[3], [3, 89, 94, 62, 24, 47, 9, 12, 57, 81]]"
18561,20664,"[[31], [31, 65, 54, 12, 36, 26, 32, 21, 42, 62]]"
18562,10787,"[[47], [47, 21, 65, 45, 11, 70, 22, 25, 64]]"
18563,12802,"[[68], [68, 61, 46, 65, 26, 7, 5, 39]]"
18564,12492,"[[10], [10, 94, 43, 65, 13, 57, 96, 29, 23, 83]]"
18565,20477,"[[27], [27, 35, 32, 80, 53, 68, 21, 7, 40, 90]]"
18566,22398,"[[32], [32, 56, 2, 27, 25, 34, 47, 18, 12, 57]]"
18567,18618,"[[49], [49, 38, 56, 12, 39, 36, 2, 26, 4, 67]]"
18568,21245,"[[27], [27, 31, 11, 56, 97, 22, 79, 55, 17, 19]]"
18569,17869,"[[68], [68, 45, 28, 54, 42, 46, 5, 26, 52, 20]]"
18570,11323,"[[35], [35, 54, 48, 21, 26, 46, 55, 16]]"
18571,9434,"[[66], [66, 72, 31, 21, 23, 59, 17, 52, 33, 4]]"
18572,1810,"[[65], [65, 62, 27, 56, 34, 12, 52, 55, 17, 63]]"
18573,8248,"[[34], [34, 65, 2, 100, 27, 25, 26, 50, 38, 29]]"
18574,3870,"[[11], [11, 48, 21, 46, 35, 32, 57, 17]]"
18575,8082,"[[34], [34, 27, 50, 66, 56, 28, 51, 89, 63, 81]]"
18576,11764,"[[50], [50, 53, 66, 88, 19, 91, 65, 81, 21, 73]]"
18577,6421,"[[47], [47, 70, 63, 55, 45, 12, 36, 35, 34, 3]]"
18578,9527,"[[54], [54, 47, 45, 63, 2, 16]]"
18579,4169,"[[69], [69, 35, 27, 28, 21, 100, 1, 70, 15, 11]]"
18580,19719,"[[49], [49, 54, 36, 56, 48, 42, 21, 45, 10, 25]]"
18581,23425,"[[77], [77, 96, 78, 99, 72, 82, 84, 20, 5, 27]]"
18582,18390,"[[11], [11, 10, 21, 12, 30, 36, 85, 29, 66, 94]]"
18583,1556,"[[62], [62, 68, 48, 12, 59, 44, 33, 51, 24, 58]]"
18584,1135,"[[8], [8, 15, 7, 57, 70, 3, 49, 45, 39, 52]]"
18585,2181,"[[6], [6, 36, 46, 55, 39, 70, 26, 56, 37, 34]]"
18586,5397,"[[32], [32, 29, 8, 40, 11, 47, 22, 16, 52]]"
18587,5876,"[[29], [29, 50, 32, 54, 14, 42, 28, 40, 39, 56]]"
18588,6534,"[[50], [50, 36, 66, 61, 46, 89, 55, 28, 45, 76]]"
18589,5333,"[[66], [66, 48, 56, 6, 7, 18, 60, 34, 15, 3]]"
18590,10266,"[[61], [61, 68, 40, 21, 53, 56, 6, 83, 73, 38]]"
18591,14816,"[[5], [5, 35, 61, 69, 20, 18, 7, 48, 16, 46]]"
18592,7014,"[[50], [50, 35, 53, 46, 68, 56, 84, 8, 61, 17]]"
18593,1439,"[[49], [49, 68, 83, 14, 31, 46, 39, 11, 9, 30]]"
18594,10464,"[[21], [21, 65, 14, 34, 40, 22, 36, 73, 70, 78]]"
18595,3059,"[[35], [35, 11, 22, 66, 89, 45, 79, 41, 17, 28]]"
18596,21957,"[[36], [36, 53, 21, 12, 42, 39, 45, 3, 63, 9]]"
18597,2366,"[[29], [29, 32, 31, 66, 56, 5, 42, 11, 2, 40]]"
18598,16092,"[[32], [32, 53, 21, 65, 3, 34, 47, 33, 51, 63]]"
18599,3414,"[[54], [54, 66, 47, 48, 10, 38, 63, 34, 45, 23]]"
18600,868,"[[25], [25, 17, 55, 4, 13, 8, 20, 59, 64, 57]]"
18601,11969,"[[53], [53, 28, 65, 47, 20, 57, 16]]"
18602,65,"[[62], [62, 47, 26, 45, 48, 25, 67, 8, 90, 41]]"
18603,14275,"[[85], [85, 86, 61, 32, 82, 6, 36, 10, 93, 48]]"
18604,6012,"[[66], [66, 48, 54, 56, 94, 11, 38, 63, 84, 92]]"
18605,22067,"[[35], [35, 48, 47, 21, 80]]"
18606,24581,"[[8], [8, 29, 36, 21, 51, 61, 28, 53, 5, 24]]"
18607,24705,"[[31], [31, 36, 12, 52, 49, 11, 6, 45, 85, 5]]"
